"","y","mean","fD","H","ac3","ac8","ac15","Delta","Theta","Alpha","Beta","Gamma","variance"
"7195",1,-12.3651685393258,1.83289001416474,0.419649816784424,0.633083356898196,-0.439243342605272,-0.618247151532993,47.4931596650233,6337.82671951506,204613.530998428,1566131.41733545,460416.253143307,175599.532565226
"7196",1,69.7640449438202,1.61890983264449,0.742306891360133,0.200879532629824,0.0759607424229309,-0.296890882894848,817.538515292098,22383.4777820051,1786492.42720581,368223.320881538,621443.746748471,248343.819716879
"7197",5,-2.37078651685393,1.55019708256048,0.775082550305462,0.0165692223095642,0.236434572954232,0.400872202444183,6.0277831015925,1767.81924037077,1236.88119909624,3544.18234288828,2143.92879045024,1127.68094966038
"7198",3,5.02808988764045,1.43295940727611,0.908308454878185,0.94050502772103,0.752035050583112,0.434610992889641,7.59086963099509,77.6129557319763,222.891404566664,1572.94699199162,18414.1223250081,5153.88056243255
"7199",3,-81.0449438202247,1.26303440583379,0.97141310652581,0.855795216932114,0.424135223737092,0.0411216719218979,3.30291090577552,52.9193005944705,293.869043662127,2929.47883355975,12565.2575650599,1852.438646607
"7200",3,-4.2247191011236,1.58496250072116,0.93086161938434,0.845647918161764,0.35646575240638,0.0117631685211528,2.83964329044719,16.5842348765089,42.1368171146169,1367.56417142718,4520.64120601684,528.751475909351
"7201",3,-22.7584269662921,1.62803122261304,0.716030079791813,0.760383267490117,0.083980659253959,-0.470080998250869,4.59405748498958,80.8336529745374,329.851437004608,2126.64422188845,15867.4366225636,1018.12775344379
"7202",1,-32.4662921348315,1.32192809488736,0.605467538241188,0.659470437151319,-0.259860860774639,-0.39140032239889,73.4678948643786,5600.99426596711,20819.7890789734,458480.517304577,2217286.92177807,115932.521456231
"7203",5,9.65168539325843,1.43295940727611,0.995670890227402,0.776248304581665,0.680271181596014,0.567788625549882,5.03562770670132,181.497067734057,1391.98336072958,1581.06592742053,2911.3351124144,1304.75934742589
"7204",4,8.74157303370787,1.61890983264449,0.650546135488374,0.359140583277805,-0.49617914774332,0.444820105553028,8.44915283203525,145.35192730508,1325.96854976627,8720.00725180334,2810.68950995304,1211.81984383927
"7205",2,-0.00561797752808989,1.41503749927884,0.817245363426037,0.810890440584345,0.389820733325978,0.094739345968643,37.6418322284379,510.608909045663,1139.19761870668,12717.5218550303,31458.9734396999,5204.98866882499
"7206",3,31.5786516853933,1.40209844357135,0.876874776470189,0.648380050464047,0.34791373922204,0.135707755063406,15.100216457448,339.499350777402,1321.12155721492,3986.61675278759,7834.13388024436,1770.31298800229
"7207",5,56.6123595505618,1.69187770463767,0.769959777084664,0.335363116841163,0.104416882805621,0.0200717848243918,17.4072645110678,382.641058843509,1926.21366787424,2587.61197987599,3293.60735706829,973.922332254174
"7208",3,29.5056179775281,1.62803122261304,0.769768675716155,0.796112370934319,0.303076199473272,-0.186857493588245,5.51367917891201,108.557503121838,402.16075036138,2519.07826799242,7656.91601875064,1080.72595696058
"7209",1,-20.9719101123596,1.88264304936184,0.431984152526662,0.653021673042569,-0.401959649065678,-0.66802466921008,75.8780853521845,4568.45430215937,31075.1008214579,1553077.54444644,558365.667295078,188132.603726274
"7210",5,-6.25280898876404,1.29545588352617,0.893644600203409,0.83811380728403,0.581739853318088,0.271177390786734,8.57713821933426,77.5278716542703,578.895962416408,1227.3478880709,8940.09647611504,1314.86792991811
"7211",5,11.1292134831461,1.69187770463767,0.634902364871094,0.4720540910778,-0.45592427049995,0.54388468124951,6.8566908472444,216.924349816641,1132.48409962324,16631.2486186592,9860.69074699098,2416.18094966038
"7212",4,12.0898876404494,1.62148837674627,0.625283919970967,0.461836758961372,-0.401240223559816,0.173627568682829,7.21550506451519,176.985455450771,3056.05618024826,14172.2008827605,5790.27921128596,2110.27436043928
"7213",2,-7.73595505617978,1.4594316186373,0.910088751343153,0.882996434301445,0.481450892273323,0.0562266678173643,20.9928051515915,181.866474917266,1031.93119333259,10363.125526098,100147.387579616,10744.997682981
"7214",2,-17.7584269662921,1.4594316186373,0.925996461556395,0.833494566595866,0.487876038122333,0.299373365142389,5.6785213422248,70.2041592819112,286.56764532552,1958.15514852454,3843.34148524723,1175.93566304831
"7215",3,-28.7921348314607,1.25375659224578,0.881601456390518,0.908198381015403,0.591342631637478,0.186870008259214,3.632206247579,61.4214718576608,219.464270219317,2875.59504341014,18098.8503582467,2786.88875134895
"7216",5,-5.42696629213483,1.82597060022495,0.825618230756085,0.485938398649155,0.0670021913989159,0.0874084661408544,10.969391093068,295.062376147133,3572.05139460919,6742.49126559272,4835.96669619359,1789.53418396496
"7217",5,56.7584269662921,1.62449086490779,0.845885383455154,0.134804651485783,0.376373697230604,0.211944114604233,184.714212956003,2381.49571655608,5241.03552510675,4165.13701003707,6690.10137648883,2371.09950485622
"7218",2,1.25842696629213,1.32192809488736,1.01475798845032,0.894847226277801,0.738803237148996,0.523009034614776,12.8398351886801,185.357519791128,708.539342663842,1893.28431133066,9333.55739850414,3286.32831841554
"7219",5,14.7191011235955,1.32192809488736,0.646758885149081,0.48968352594052,0.0662515070093597,-0.202289206693201,7.55495775561751,330.272093729054,1938.19679941173,3709.60082726084,16855.7143044726,1297.97714721006
"7220",5,13.6404494382022,1.39231742277876,0.638279918420578,0.251348317696836,0.0414446951961384,-0.11856033182832,68.1398678132345,1154.18171856617,4736.06627685192,7509.49544574125,14018.6302162253,1989.80219640703
"7221",3,-20.1123595505618,1.62449086490779,0.939865784071444,0.856878419963526,0.59939215849111,0.358375866826015,3.77411485387528,25.6661402763845,85.3305290955214,404.643619061488,2088.55537477196,359.32063733892
"7222",3,-7.83707865168539,1.29545588352617,0.842228349471083,0.81970679380571,0.48429271940562,0.118162016474475,25.676196327435,126.888151516675,2235.53021436001,4980.30438168286,24265.7012031116,3845.41398463785
"7223",3,4.3876404494382,1.25375659224578,0.893336720894314,0.876681374988048,0.555245183991911,0.123773300246246,6.43579476474652,193.217080163044,620.902375131374,1985.32333458873,36651.1012470451,3976.3743096553
"7224",4,-55.6404494382022,1.61667136044849,0.48346910307683,0.331630806182188,-0.563688774665217,0.266625530587779,6.55257577614509,369.978891933426,2473.22768738301,14388.8781423314,7711.13562726392,1956.44626420364
"7225",5,30.3932584269663,1.68449817427207,0.746674035424839,0.388206019617523,-0.0171731907779251,-0.184980289759981,18.1541903188455,899.521657812886,3025.2328714415,5687.32013323271,17960.171243585,1723.81057576335
"7226",2,-24.3539325842697,1.53051471669878,0.9005340563657,0.82460661565363,0.62126987941522,0.234830262646562,24.8470267969291,961.853076267742,5352.64465528701,7878.41477242248,31903.9803696094,8842.32035167905
"7227",5,-11.1011235955056,1.65711228647699,0.81003261011864,0.338728454517804,0.0547917007376616,0.15626647342862,8.52621285148534,662.913743544207,2011.27264160277,4631.71084630607,3706.7717767516,1295.36824731797
"7228",5,34.0561797752809,1.44057259138598,0.849647194260543,0.447208065090053,0.20233366323247,0.140221997730812,43.3635859134132,1030.141128027,2867.32158117689,4718.17232164306,6360.52515922633,2131.33015933473
"7229",4,-0.365168539325843,1.70043971814109,0.669161701695418,0.381830605513336,-0.332565552399896,0.333843509632469,6.18825396988856,111.966999954674,2421.08228010141,6533.24684102799,3483.13768426667,1281.60036183584
"7230",1,-100.674157303371,1.46948528330122,0.749213036924926,0.455640905571538,-0.0678088957534067,-0.00952458531839172,198.185026220297,25820.398124056,955011.533610271,1036707.70709158,2612100.28074855,340819.746334032
"7231",2,-19.6179775280899,1.39854937649027,0.838046169408682,0.718033860857232,-0.0943875026493745,0.0704828681662384,21.7815688766813,134.474182926601,990.760257390157,16810.71680191,4582.66937338274,3458.33911001079
"7232",3,-4.8314606741573,1.29545588352617,0.977492534721537,0.92482609054189,0.671280387941703,0.266625713651285,4.02267190329507,56.5707977325769,754.181092288749,2377.9089345576,33216.2036936009,4861.8245413572
"7233",4,-74.8707865168539,1.58496250072116,0.835030844959006,0.494270204064432,0.213826797888516,0.202041499862706,67.2786649232994,196.586243271034,4146.87206801545,5542.4619430137,4208.08608342131,1876.77981971688
"7234",2,-33.6966292134831,1.22239242133645,0.792068983351505,0.902545680382118,0.498838490009722,-0.0856180977629051,4.75657895983963,19.1914270156495,203.50951767009,1810.39588256836,16834.9033277614,2327.34247444931
"7235",4,-0.410112359550562,1.41503749927884,0.825616371514249,0.454020667305519,0.103983526230511,0.276021766977523,6.87434408044073,401.949901916832,807.370608270167,3409.87337584381,4232.51341361718,1011.50882371612
"7236",2,-3.20224719101124,1.40209844357135,0.895350163368501,0.819085038818846,0.418599756995426,0.0118978312512127,8.74858343202517,40.354822876823,124.815670780475,535.224599429441,2629.72396954629,505.314797181489
"7237",3,2.26404494382022,1.29545588352617,0.985862047574208,0.889319870963811,0.595122027464255,0.374748554635379,2.53665647444388,21.8746986652025,395.438753776248,1826.01364919883,5039.37199046755,1309.84514060814
"7238",3,-9.37640449438202,1.15200309344505,0.95372494767983,0.906358513919136,0.688577927844475,0.341563924226924,3.32814025887593,17.8579643047189,81.689019249599,290.060794833445,2344.24160212445,517.70497682981
"7239",5,-32.2696629213483,1.58496250072116,0.643504970374288,0.35243760275987,-0.136968189020714,-0.133328264299018,7.82441101808292,227.656894893402,1236.59868037957,3021.73476327323,4595.56720727793,634.785628134324
"7240",1,-7.84269662921348,1.49185309632967,0.455908445181287,0.521286871832709,-0.354726135058949,-0.253376577858593,343.276867150699,17997.0894455246,336184.035202384,1251341.51501893,4773362.08897961,308536.709579128
"7241",5,-57.0898876404494,1.54748779530249,0.809828188805977,0.524306088070891,-0.0931539493672317,0.221431656501883,7.4480416951128,93.1967390926253,1444.90638073761,5593.1272644503,6484.75691929086,1187.22351298165
"7242",1,-58.8539325842697,1.8073549220576,0.533702761097724,0.671514446768459,-0.205755451161289,-0.709399168927204,172.867582189728,8916.69001222757,63249.2345410793,324119.648918447,2143000.8375038,118184.419221736
"7243",2,-13.5337078651685,1.22239242133645,0.961816236766361,0.928870337919801,0.641972130217105,0.153589547139275,2.98413901586951,36.6655483766817,237.625868365771,2321.87084142203,3786.35423000221,2534.87173871644
"7244",1,-7.85955056179775,1.58496250072116,0.369622518909302,0.492869271324783,-0.412020399239891,-0.240852243283005,251.695180887548,14567.2253693929,316988.340242467,1182483.49682512,4617864.79664747,308983.466038215
"7245",1,3.90449438202247,1.4594316186373,0.584212182406758,0.196069940564449,-0.151192945774067,-0.0952817572400514,525.318082482575,37400.9158236159,1882565.50741192,1608725.93996736,1932482.36352028,287312.188567257
"7246",2,-14.4213483146067,1.32192809488736,0.960014631223859,0.865623832625068,0.65419884389605,0.521093403977118,16.3735775678263,198.608298729475,1316.60479080766,3540.60124804533,11468.0208287347,3198.81016314353
"7247",3,-0.691011235955056,1.29956028185891,0.79743269746809,0.831829220286212,0.379105995199237,-0.0993157365709733,3.19735254547073,12.5613090947184,76.9613642518342,423.042123558409,2513.27284008375,260.757093886879
"7248",3,-53.9269662921348,1.34395440121736,0.876348951681994,0.869804122913233,0.394082263534617,-0.147619086035096,3.30354995372134,41.2784303838887,333.582073511946,3393.20191002528,15332.6706628841,1981.97768678982
"7249",1,11.7359550561798,1.62148837674627,0.791517167475027,0.362019164441556,0.141291079978136,-0.162533213968374,561.623280253518,21431.4741044691,1448061.39732082,799473.976526309,1840658.02712313,291462.50050784
"7250",5,-26.3202247191011,1.66985139830767,0.938137271732841,0.600461933806865,0.118085607669445,0.30784648169546,6.29574645792514,146.464229655355,1578.75590835099,5591.98946794027,2819.86374794476,1417.93642480797
"7251",1,-26.0674157303371,1.65711228647699,0.674763689499542,0.591206031854097,-0.183356770272046,-0.431536398882602,68.3368508062083,10530.6272358235,107873.511452336,581043.459595293,688694.774404073,97591.984130007
"7252",4,-6.64044943820225,1.70043971814109,0.790803595561999,0.609743180893299,-0.194332637546807,0.363528796774984,5.25469956291355,100.550961340798,1140.88016556684,11555.2527494113,2261.32509054498,1915.32762013585
"7253",1,4.92134831460674,1.85798099512757,0.383485612280385,0.468315928902447,-0.433745868708696,-0.490738138087189,212.270453803842,68672.7152099983,796447.09054578,2823700.35061022,437470.873814465,314022.626547324
"7254",1,44.2977528089888,1.37851162325373,0.610957897504048,0.634210989124683,-0.171177572438736,-0.322447223844664,72.2024447735925,4290.72832662078,88318.7211040415,667166.54202964,1816897.61751981,159374.865644639
"7255",3,17.7752808988764,1.55254102302878,0.852396158028842,0.695386212505783,0.208115129152058,0.137493461355668,18.458908406615,519.492415686955,1606.70833066766,9778.80335181971,17885.7793590793,3413.38424427093
"7256",3,-10.4775280898876,1.34792330342031,0.932859604976385,0.884750613869236,0.595801543051616,0.212411281530005,6.16461829605873,44.7417582903553,786.806742334553,2916.41732115379,19341.3935252266,3191.27915317717
"7257",2,-21.6348314606742,1.75002174699165,0.843794092820602,0.8254615309194,0.362405682017593,-0.106900594777816,4.27023626503664,13.5386694476872,293.976158640796,1173.93745657186,10135.8414160199,848.628610423411
"7258",4,12.3202247191011,1.51457317282976,0.744496560268369,0.598825536033544,-0.0879689155013825,0.124601114595848,5.99908204514648,104.355598400786,1206.64588256556,6472.27652815411,4118.85462458118,1404.08331746334
"7259",3,12.6348314606742,1,0.943166831378618,0.889711506496496,0.596061089489018,0.260144952209027,10.0486596658679,104.310529793452,190.492577272185,1358.60021074261,13049.5211417256,2045.48736748556
"7260",1,-8.01685393258427,1.49476469174958,0.801707221708058,0.793158574286443,0.318006597712518,-0.277904521187333,62.614067946106,12147.4470647162,201894.78221851,377325.841868354,3170200.14031149,268920.423443154
"7261",4,-27.9887640449438,1.70043971814109,0.772113099647507,0.427071996490318,-0.0234782070027153,-0.111652740539847,40.2506138368536,911.008485167972,10162.6822214537,20113.868456082,30340.720048984,5206.89252840729
"7262",4,-0.556179775280899,1.73696559416621,0.538042258743709,0.320653307642813,-0.694243892333851,0.610517194893123,10.1385417137806,857.968422879193,4303.86192069184,38842.2347109243,7188.76007314228,4994.36123278106
"7263",2,-24.1123595505618,1.29956028185891,0.825663997706034,0.82033962572854,0.314766512437215,-0.302714251631435,6.43652656653083,42.4228638574312,530.683317955988,2287.42967721161,14712.378417751,1330.9929537231
"7264",4,-56.9943820224719,1.58496250072116,0.638983629699048,0.427238763737502,-0.445536390743774,0.00035638533981722,5.84705106898971,218.657270300421,4099.15160069528,16737.6946789522,1617.23878555691,2435.10166317527
"7265",2,-21.6460674157303,1.41503749927884,0.764301961136182,0.806837568653756,0.113426753954381,-0.538793824905885,4.05948979748723,39.7261244246108,137.453774965992,2521.93817317815,25132.0665554534,1124.69323303498
"7266",2,27.7078651685393,1.61470984411521,0.71554998186276,0.742272522204334,0.0827773649693204,-0.649879942173015,3.70615550367804,19.4141056205764,100.238239162689,265.425653344286,5828.76664474659,250.614740049514
"7267",2,-16.752808988764,1.43295940727611,0.936216280438412,0.881668589959452,0.56192139521346,0.397930921255139,3.04672375885561,52.9677756432597,790.404425879955,8810.14911669696,18141.0787748882,4797.89335364692
"7268",5,-11.4775280898876,1.34395440121736,0.766650387861979,0.502633588889269,0.00350448148755691,0.23791625764453,16.0811813980127,199.533889982927,2728.73552683087,6592.8701040168,5289.87654513307,1532.88367295118
"7269",1,-14.4325842696629,1.41503749927884,0.625565026760253,0.753948176281957,-0.0171553961104372,-0.579909680971172,32.2675011547818,1633.47481949351,15012.6902979871,124109.553965601,882439.59846501,50327.5123785946
"7270",2,103.056179775281,1.32192809488736,0.997375608343807,0.934872259818963,0.789295409775598,0.577880577860529,2.6919794039716,105.357927306857,9918.86287816445,20795.9984740494,112635.285709547,38098.0646226116
"7271",4,-5.33707865168539,1.54432051622381,0.927776046954837,0.663779060912752,0.450300031348827,0.394685319974651,62.4131079375236,382.658603150501,7645.55968319135,8947.45305132106,4831.71223638679,3685.34336316892
"7272",2,-54.3089887640449,1.3536369546147,0.947854759331349,0.926913594706385,0.699401799874584,0.393315965380983,5.7233264240736,74.5764621416529,742.408821479895,2500.13637264843,9707.63963667442,6866.35031422586
"7273",2,-3.47191011235955,1.55254102302878,0.642885806631355,0.737692296453325,-0.238188066536127,-0.405290498457826,2.79114263591815,6.92643205323288,101.53980277129,5446.57197166166,1319.59213343803,819.482257347807
"7274",3,-85.8820224719101,1.70043971814109,0.701048683007698,0.795778632163038,0.203409545403841,-0.547730006478963,1.86646912959624,9.26357384846957,66.2447935138441,162.021386334596,4281.58337882146,187.765663683108
"7275",1,-9.07865168539326,1.44057259138598,0.590058241021683,0.729762427535932,-0.0150769592833587,-0.368181980431427,32.2052506217342,5493.6836430032,216615.380276601,1598245.78436145,5731085.62068513,357968.79603885
"7276",2,-28.4325842696629,1.58496250072116,0.796584303439006,0.681677108631958,0.0870013949657232,-0.062133516144151,23.3061025892209,350.177320332879,2223.92743811651,9331.61519303741,17935.3112508466,2867.78356503523
"7277",4,18.1910112359551,1.69187770463767,0.707534854975602,0.55267874623439,-0.234190044883452,-0.217907402047401,5.58346824866479,155.13793752187,1731.38194530722,7777.49768374726,13853.0195605443,1643.66952326541
"7278",3,-43.6910112359551,1.36923380966572,0.897923321666322,0.874530559243176,0.514842653764296,0.217975700744454,6.28441382995324,162.950374629312,304.025238865572,5772.38489995892,26309.053464733,3582.67799784168
"7279",5,-54.5842696629214,1.55019708256048,0.681068596929161,0.367523863230592,-0.103570304130824,0.294172537117624,7.79914926605215,247.188996658565,425.49244263548,2196.40845422511,2713.02943519199,467.905287881673
"7280",4,-24.1573033707865,1.61890983264449,0.839476578034671,0.7369191648997,0.104463824990553,0.358794747778247,9.35725025681803,132.853502160488,4624.93642369214,44746.416403746,49969.0849076902,11839.4779407097
"7281",3,25.9213483146067,1.66296501272243,0.77593453536505,0.789494095680049,0.100138213903192,-0.212598168030957,3.47083297459711,28.8517681510344,153.438978783198,3329.48433138191,8498.16006391661,902.129372183076
"7282",5,4.74157303370786,1.47804729680464,0.824109576571203,0.446014997836352,-0.0759834121728174,0.245486869871317,15.3354799217612,397.793262033166,1726.23886676204,6244.12063077866,12237.0848201695,1443.50345965848
"7283",5,15.9550561797753,1.50901364748786,0.735542583765691,0.599114098603409,-0.142435488301527,0.199219007909564,14.2174065963226,223.87621850056,1228.09320476441,10409.2016609784,11866.3787417041,2117.94147146575
"7284",5,-15.123595505618,1.58496250072116,0.798487011406438,0.737774345894664,0.117079426220916,-0.223405861470149,9.93030726558921,110.604895824738,1529.98555856509,6708.35714785631,27868.9203254502,2389.90554180156
"7285",3,11.1179775280899,1.08746284125034,0.995941476588761,0.926880610570859,0.739261268420062,0.528849006489637,10.9287087297261,47.7498292048888,335.8589847856,1290.1102962878,3152.37804624537,2366.39843204469
"7286",3,-27.8258426966292,1.27301849440642,0.932893034001556,0.812373917846358,0.494659472285691,0.214785717560557,6.89200443776814,95.9788810217837,463.959482491116,1202.054361565,12061.3664664059,1371.88475211071
"7287",2,-3.66292134831461,1.37851162325373,0.878486881687918,0.831511024040899,0.327699735790364,-0.204571312506573,3.58954154128645,14.871996448501,177.427468990826,1566.14080622345,6678.40432718764,635.139973338412
"7288",2,73.1123595505618,1.27301849440642,0.900617035838389,0.866407383505037,0.543507772263757,0.180299406820917,5.79873397019557,706.793733843718,18701.5371598684,64008.5672770086,348380.659431812,45736.9025582429
"7289",2,9.60674157303371,1.48542682717024,0.933077070555326,0.760353066935036,0.354414980308547,0.0397669880032571,37.2362239319414,635.427933255529,2301.48265593372,9204.17896589549,60969.2543760009,5198.40944581984
"7290",2,39,1.3536369546147,0.959504513174373,0.941463679862573,0.740631727087811,0.398645832941551,2.40834354884703,51.809151775765,192.805367258879,1223.846292702,12320.5582750503,3098.64406779661
"7291",4,-13.3651685393258,1.55019708256048,0.695731722004383,0.592390246238282,-0.362802288431893,0.161534403938421,5.24659402547921,59.2010743706548,599.288779319222,7166.14290363282,4647.14569274761,1339.47606805053
"7292",4,-6.95505617977528,1.50901364748786,0.651127548341035,0.382345820014389,-0.111263500025954,-0.151811154355973,80.2007670532408,648.717271805759,3620.86569379345,9517.8246717598,15764.5906677626,2340.78892909287
"7293",3,2.6685393258427,1.32192809488736,0.834499617947728,0.803708101738975,0.474735359646702,0.114451168687803,19.0928789244288,625.605219783575,2596.19782443924,8681.2518570432,36920.4579533916,5695.39798768489
"7294",3,1.54494382022472,1.44745897697122,0.901114055937793,0.671188433456215,0.329770910449356,0.330900220051719,69.7847595483036,3280.50933567842,30514.9829769113,90203.8519966024,66995.3460457215,27477.334126833
"7295",1,-5.67415730337079,1.41503749927884,0.610736597088563,0.670757902213483,-0.15232344461559,-0.494967723246543,11.6508257286827,1124.95772501473,21176.0998779801,95356.4367448549,566937.509228704,31491.6559385514
"7296",5,-17.8258426966292,1.54748779530249,0.796490774967879,0.588003451810989,0.314126482803491,0.0176217711801164,12.804558642571,358.798111549136,845.77458502938,2277.68355225043,5709.51721726135,933.523170189805
"7297",2,18.2415730337079,1.34395440121736,0.896092089737568,0.738623109024378,0.234263780111865,0.246508900420994,2.86369442734387,21.2410099278265,242.097647921568,1270.64928391926,2935.76727210759,418.365041579382
"7298",3,-7.34269662921348,1.42884329880387,0.84635888909921,0.829838397542572,0.34612151000978,-0.154571418880734,5.24812029024678,89.3938688649409,510.103539877063,2597.63272028354,29752.6816610749,1679.91014409954
"7299",2,-24.376404494382,1.78427130894456,0.928039102395847,0.852367303369127,0.530630428528591,0.211237578335744,4.93143106431417,36.5816596943892,185.51627513261,1096.25214385568,1270.92705299748,576.111756490827
"7300",5,12.9101123595506,1.58496250072116,0.824725357410027,0.637293458621968,0.0719288129548304,-0.0202886881167758,11.2063076435468,138.156681036019,1527.90064136261,5956.54056445142,9422.62832498825,1487.15571637148
"7301",2,30.8707865168539,1.32192809488736,0.87295608846951,0.877808648778884,0.519393136963102,0.180831181063281,2.05591270654327,11.3892315309961,60.028807072838,508.739563108122,1795.8629511741,361.367390338348
"7302",5,-12.0842696629213,1.58496250072116,0.780125250090567,0.431950269827651,-0.0185860418086414,0.254587614147205,12.0263612750673,142.896516431604,3462.16507806451,5733.99902850989,2667.6654088389,1468.98155906811
"7303",5,17.0337078651685,1.47804729680464,0.74818462858701,0.44791031395908,-0.13919729170897,0.112641503386818,7.02279941231314,186.80887666317,388.96118228071,1968.54258520271,1925.50848472585,509.264394083667
"7304",1,15.3707865168539,1.27301849440642,0.545128144269813,0.0806219883119454,0.0476118035852814,-0.195484326071403,75.4089738771081,11167.5293582401,291019.041990208,129141.351899302,76526.5245266803,44465.0368818638
"7305",4,-71.6348314606742,1.54432051622381,0.721468578838772,0.184363965819503,-0.146052165563428,-0.0197228318588682,74.8206059833223,384.55308944538,14437.6445436445,14066.0488738156,2348.96380785248,2669.1822827398
"7306",3,-43.0449438202247,1.44057259138598,0.832272946122038,0.774357874903528,0.0783025451988198,-0.144555117277764,4.49292431179638,47.4562862765872,314.534197959522,5560.29047665401,9896.24959237674,1272.02056751095
"7307",3,13.876404494382,1.20163386116965,0.939666339634355,0.868863963743673,0.690467183504391,0.340636915218738,6.46257522244094,150.89429026972,1121.83891944346,1709.02535552296,10716.4271642787,2694.9224909541
"7308",1,76.3202247191011,1.37851162325373,0.552622064381021,0.254511041454341,-0.366076860281323,0.167172335641465,702.817905145445,55843.8492080921,348424.512847731,1011267.35619812,788824.723309851,162465.823430458
"7309",5,-49.9887640449438,1.58496250072116,0.867212424548511,0.567032683484989,0.118672110672156,0.148301459383269,7.07406901388757,86.6679071686583,840.948102525807,1380.18634239413,3302.59350383245,543.016822192598
"7310",5,-26.0561797752809,1.66985139830767,0.940201510909004,0.76986687576269,0.512897029285074,0.578359494286191,14.4969604273917,306.972082156668,2450.58237847842,6649.27389533148,3131.56625957996,3208.84428362852
"7311",1,-21.6910112359551,1.39231742277876,0.973556659849052,0.787978815711734,0.417280326847838,0.279196762026053,9.12124585214019,425.503946745472,17168.2366064911,43490.7576805573,113558.151236485,20382.9604837174
"7312",4,-2.73033707865169,1.70781924850669,0.674095796727551,0.268882896421504,-0.216098395465117,0.0505458342402816,65.3760058126496,355.039515654306,10516.8742505906,17451.0626250969,17294.234049274,3743.81387672189
"7313",3,-24.061797752809,1.11547721741994,0.964384383261703,0.897209212412582,0.658525942804904,0.363968214915182,4.46863290477245,21.2756611745637,168.15104466104,602.726565647135,3127.79978282261,665.143052117057
"7314",2,12.3033707865169,1.58496250072116,0.692153252215825,0.608740397401843,-0.217694444233248,-0.178607976587958,21.7525750111913,150.893643955411,1351.32013961889,8627.81186281469,6337.49225733728,2081.88484733067
"7315",5,-73.8370786516854,1.46948528330122,0.918089483297547,0.621703187880821,0.257798205592188,0.157069380837631,7.5863225113479,85.8347429512253,726.691502705317,1981.03110353654,3953.47871385893,669.493080683044
"7316",2,-9.6123595505618,1.29545588352617,0.94968639764767,0.847108432944682,0.579918737106508,0.508410859398301,3.18149599207598,51.8514150029291,317.842983703605,1698.96007969725,1235.19541252145,956.792388751349
"7317",1,-62.3988764044944,1.43295940727611,0.87270084088773,0.688875139062475,-0.043466879822763,-0.0366693366172921,29.0991050983986,1395.93593515234,28004.7442205799,139333.163614551,197073.857577507,37486.5349139846
"7318",1,-32.4550561797753,1.28950661719498,0.833640488395148,0.660674549062968,0.0803518417232601,-0.0193521020499018,37.8521280001981,2676.56378629744,19272.2883385002,83354.5834614014,224492.353757098,21873.0968386974
"7319",2,-19.8820224719101,1.18442457113743,0.92899531172116,0.889639897034515,0.596129633305223,0.241093238747472,4.50249290489965,108.281165101666,1295.51850585472,5064.85723002744,59781.4114991893,6728.62442074525
"7320",5,-57.9550561797753,1.50250034052918,0.907751543891372,0.646230424769436,0.177442604852846,0.2596921005494,7.36011142638359,32.8349778984482,302.265610653205,1265.17778527927,2155.49309183325,450.608138132419
"7321",3,-49.9157303370786,1.58496250072116,0.624766987783569,0.573148961562796,-0.167876509344954,-0.0245315229293483,33.6635740215681,443.393891731946,2111.52717295812,15973.9833737177,28860.3902440209,3208.60867771218
"7322",5,62.9775280898876,1.71620703399941,0.662699485751316,-0.0713047135933131,0.0503217820191267,0.189361341204203,156.233849772629,2144.86270571521,4100.90149944472,5729.65385944287,3503.46049733903,1716.58706278169
"7323",3,5.12921348314607,1.20163386116965,0.876020621583917,0.859369552960349,0.350450560497841,0.155989769384361,2.56746569737057,24.4081006581136,155.408505481749,6381.17587899835,8091.97277344273,2419.09620389767
"7324",3,-7.54494382022472,1.46948528330122,0.974041897046391,0.846596148158909,0.619215920425643,0.308095269070259,7.38940700886263,29.369183225476,212.158033922277,407.7087232865,3040.28160250264,498.091188979877
"7325",1,-63.2078651685393,1.29956028185891,0.882632231572167,0.543852790988832,0.293138983038122,0.264178286872545,5.63602842474412,2757.97974026545,12422.8593186991,27720.6551050064,48669.264136147,12341.4424236653
"7326",5,-11.6516853932584,1.42884329880387,0.756466598325898,0.433180441514526,0.0294196271699714,0.0599808888141351,14.3577111382027,711.742088170353,992.608704940528,4219.60130079212,8575.23461123596,1375.29042087221
"7327",2,-31.4044943820225,1.36923380966572,0.824981563974192,0.862980309884598,0.403170072079788,-0.0675305612498159,3.13277665875079,64.6841427523508,613.959386125522,6502.00794199437,43252.6560274221,4233.08969720053
"7328",1,-61.6966292134831,1.41503749927884,0.647202199706848,0.678261129684146,0.00821512275956923,-0.328497849872423,74.3872799798658,9126.1748870916,65544.5516802255,282646.898403272,1219246.09437975,76102.427220212
"7329",4,4.75280898876404,1.69187770463767,0.627398878339085,0.505312910932485,-0.584919912519066,0.283489836390278,8.41394733808298,377.03553315766,1909.81522751592,54054.1726269226,20453.5418244164,6774.89900336444
"7330",4,-19.9325842696629,1.61890983264449,0.716406545909798,0.275548677609021,-0.184674216572963,0.131636903394212,317.488293134791,881.703508741713,12640.2980678026,18517.9487131503,3918.52065498722,4547.5095537358
